BPL_ID,BPL_tag,Name,Gender,Age,Pincode,address,District,state,past_enrolled_in_magic_bus,last_govt_data_updated_on,no_of_family_members,relation_to_head,is_head_of_family,current_age
BPL200420,yes,Deepak Kumar,Male,24,110001,"H.No. 941, Ward 21",New Delhi,Delhi,yes,4/21/2021,3,Sister,no,29
BPL200421,yes,Pooja Reddy,Female,24,110001,"H.No. 653, Ward 6",New Delhi,Delhi,no,4/21/2021,5,Sister,no,29
BPL200422,yes,Lakshmi Das,Female,24,110001,"H.No. 752, Ward 9",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,29
BPL200423,yes,Divya Verma,Female,20,110001,"H.No. 196, Ward 21",New Delhi,Delhi,no,4/21/2021,6,Daughter,no,25
BPL200424,yes,Neha Iyer,Female,19,110001,"H.No. 741, Ward 18",New Delhi,Delhi,no,4/21/2021,5,Brother,no,24
BPL200425,yes,Anil Patil,Male,18,110001,"H.No. 722, Ward 20",New Delhi,Delhi,no,4/21/2021,4,Brother,no,23
BPL200426,yes,Manoj Naidu,Male,22,110001,"H.No. 305, Ward 6",New Delhi,Delhi,yes,4/21/2021,4,Son,no,27
BPL200427,yes,Anil Verma,Male,21,110001,"H.No. 167, Ward 20",New Delhi,Delhi,no,4/21/2021,4,Brother,no,26
BPL200428,yes,Ritu Patil,Female,23,110001,"H.No. 205, Ward 12",New Delhi,Delhi,no,4/21/2021,5,Daughter,no,28
BPL200429,yes,Arjun Iyer,Male,19,110001,"H.No. 508, Ward 20",New Delhi,Delhi,no,4/21/2021,4,Sister,no,24
BPL200430,yes,Neha Verma,Female,18,110001,"H.No. 9, Ward 16",New Delhi,Delhi,no,4/21/2021,5,Brother,no,23
BPL200431,yes,Anita Naidu,Female,25,110001,"H.No. 917, Ward 13",New Delhi,Delhi,no,4/21/2021,5,Son,no,30
BPL200432,yes,Neha Patil,Female,19,110001,"H.No. 48, Ward 7",New Delhi,Delhi,yes,4/21/2021,6,Sister,no,24
BPL200433,yes,Suresh Gowda,Male,22,110001,"H.No. 450, Ward 6",New Delhi,Delhi,yes,4/21/2021,4,Son,no,27
BPL200434,yes,Amit Patil,Male,23,110001,"H.No. 63, Ward 25",New Delhi,Delhi,no,4/21/2021,6,Son,no,28
BPL200435,yes,Amit Iyer,Male,23,110001,"H.No. 493, Ward 13",New Delhi,Delhi,no,4/21/2021,3,Sister,no,28
BPL200436,yes,Deepak Sharma,Male,22,110001,"H.No. 256, Ward 9",New Delhi,Delhi,no,4/21/2021,4,Daughter,no,27
BPL200437,yes,Rahul Singh,Male,24,110001,"H.No. 99, Ward 3",New Delhi,Delhi,yes,4/21/2021,3,Sister,no,29
BPL200438,yes,Neha Kumar,Female,18,110001,"H.No. 939, Ward 14",New Delhi,Delhi,yes,4/21/2021,4,Son,no,23
BPL200439,yes,Rohit Iyer,Male,22,110001,"H.No. 209, Ward 15",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,27
BPL200440,yes,Prakash Singh,Male,22,110001,"H.No. 249, Ward 23",New Delhi,Delhi,yes,4/21/2021,6,Daughter,no,27
BPL200441,yes,Neha Singh,Female,23,110001,"H.No. 725, Ward 1",New Delhi,Delhi,no,4/21/2021,5,Son,no,28
BPL200442,yes,Divya Kumar,Female,18,110001,"H.No. 908, Ward 11",New Delhi,Delhi,no,4/21/2021,4,Sister,no,23
BPL200443,yes,Amit Das,Male,25,110001,"H.No. 731, Ward 18",New Delhi,Delhi,yes,4/21/2021,4,Son,no,30
BPL200444,yes,Anita Singh,Female,21,110001,"H.No. 305, Ward 9",New Delhi,Delhi,no,4/21/2021,4,Sister,no,26
BPL200445,yes,Kavya Das,Female,20,110001,"H.No. 989, Ward 9",New Delhi,Delhi,no,4/21/2021,4,Brother,no,25
BPL200446,yes,Suresh Singh,Male,19,110001,"H.No. 808, Ward 10",New Delhi,Delhi,yes,4/21/2021,5,Son,no,24
BPL200447,yes,Meena Kumar,Female,24,110001,"H.No. 8, Ward 6",New Delhi,Delhi,yes,4/21/2021,6,Son,no,29
BPL200448,yes,Asha Reddy,Female,23,110001,"H.No. 64, Ward 12",New Delhi,Delhi,no,4/21/2021,4,Sister,no,28
BPL200449,yes,Rohit Das,Male,18,110001,"H.No. 991, Ward 17",New Delhi,Delhi,no,4/21/2021,6,Son,no,23
BPL200450,yes,Vikas Patil,Male,23,110001,"H.No. 529, Ward 15",New Delhi,Delhi,yes,4/21/2021,5,Son,no,28
BPL200451,yes,Rohit Verma,Male,19,110001,"H.No. 838, Ward 9",New Delhi,Delhi,yes,4/21/2021,4,Brother,no,24
BPL200452,yes,Sunita Kumar,Female,22,110001,"H.No. 383, Ward 23",New Delhi,Delhi,no,4/21/2021,6,Sister,no,27
BPL200453,yes,Suresh Naidu,Male,22,110001,"H.No. 20, Ward 17",New Delhi,Delhi,yes,4/21/2021,5,Brother,no,27
BPL200454,yes,Vikas Das,Male,22,110001,"H.No. 242, Ward 11",New Delhi,Delhi,yes,4/21/2021,5,Son,no,27
BPL200455,yes,Divya Das,Female,25,110001,"H.No. 640, Ward 16",New Delhi,Delhi,no,4/21/2021,5,Sister,no,30
BPL200456,yes,Vikas Iyer,Male,25,110001,"H.No. 577, Ward 23",New Delhi,Delhi,yes,4/21/2021,3,Son,no,30
BPL200457,yes,Arjun Iyer,Male,21,110001,"H.No. 965, Ward 24",New Delhi,Delhi,no,4/21/2021,4,Son,no,26
BPL200458,yes,Rohit Patil,Male,18,110001,"H.No. 491, Ward 17",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,23
BPL200459,yes,Manoj Naidu,Male,18,110001,"H.No. 492, Ward 24",New Delhi,Delhi,yes,4/21/2021,3,Daughter,no,23
BPL200460,yes,Suresh Das,Male,22,110001,"H.No. 294, Ward 6",New Delhi,Delhi,yes,4/21/2021,4,Son,no,27
BPL200461,yes,Deepak Iyer,Male,24,110001,"H.No. 492, Ward 4",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,29
BPL200462,yes,Anil Das,Male,22,110001,"H.No. 714, Ward 10",New Delhi,Delhi,yes,4/21/2021,4,Brother,no,27
BPL200463,yes,Vikas Kumar,Male,22,110001,"H.No. 581, Ward 4",New Delhi,Delhi,no,4/21/2021,6,Son,no,27
BPL200464,yes,Arjun Reddy,Male,23,110001,"H.No. 828, Ward 14",New Delhi,Delhi,yes,4/21/2021,4,Son,no,28
BPL200465,yes,Amit Verma,Male,23,110001,"H.No. 102, Ward 6",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,28
BPL200466,yes,Manoj Naidu,Male,24,110001,"H.No. 545, Ward 13",New Delhi,Delhi,yes,4/21/2021,6,Sister,no,29
BPL200467,yes,Anita Reddy,Female,21,110001,"H.No. 504, Ward 21",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,26
BPL200468,yes,Amit Verma,Male,18,110001,"H.No. 109, Ward 7",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,23
BPL200469,yes,Amit Sharma,Male,19,110001,"H.No. 3, Ward 23",New Delhi,Delhi,yes,4/21/2021,4,Brother,no,24
BPL200470,yes,Manoj Iyer,Male,20,110001,"H.No. 265, Ward 8",New Delhi,Delhi,no,4/21/2021,3,Sister,no,25
BPL200471,yes,Arjun Verma,Male,19,110001,"H.No. 136, Ward 23",New Delhi,Delhi,yes,4/21/2021,3,Son,no,24
BPL200472,yes,Neha Reddy,Female,24,110001,"H.No. 353, Ward 16",New Delhi,Delhi,yes,4/21/2021,6,Son,no,29
BPL200473,yes,Kavya Das,Female,23,110001,"H.No. 765, Ward 23",New Delhi,Delhi,yes,4/21/2021,5,Sister,no,28
BPL200474,yes,Manoj Iyer,Male,22,110001,"H.No. 531, Ward 21",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,27
BPL200475,yes,Deepak Kumar,Male,25,110001,"H.No. 841, Ward 20",New Delhi,Delhi,no,4/21/2021,6,Brother,no,30
BPL200476,yes,Ritu Verma,Female,22,110001,"H.No. 864, Ward 1",New Delhi,Delhi,no,4/21/2021,5,Son,no,27
BPL200477,yes,Anita Patil,Female,24,110001,"H.No. 604, Ward 11",New Delhi,Delhi,yes,4/21/2021,5,Brother,no,29
BPL200478,yes,Vikas Gowda,Male,18,110001,"H.No. 801, Ward 13",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,23
BPL200479,yes,Pooja Kumar,Female,18,110001,"H.No. 68, Ward 6",New Delhi,Delhi,yes,4/21/2021,6,Brother,no,23
BPL200480,yes,Pooja Patil,Female,18,110001,"H.No. 285, Ward 13",New Delhi,Delhi,no,4/21/2021,4,Daughter,no,23
BPL200481,yes,Deepak Sharma,Male,22,110001,"H.No. 202, Ward 18",New Delhi,Delhi,yes,4/21/2021,5,Sister,no,27
BPL200482,yes,Arjun Verma,Male,19,110001,"H.No. 762, Ward 22",New Delhi,Delhi,no,4/21/2021,5,Daughter,no,24
BPL200483,yes,Deepak Verma,Male,18,110001,"H.No. 956, Ward 8",New Delhi,Delhi,no,4/21/2021,6,Daughter,no,23
BPL200484,yes,Manoj Sharma,Male,18,110001,"H.No. 352, Ward 14",New Delhi,Delhi,no,4/21/2021,3,Sister,no,23
BPL200485,yes,Kavya Sharma,Female,22,110001,"H.No. 488, Ward 20",New Delhi,Delhi,no,4/21/2021,4,Brother,no,27
BPL200486,yes,Kavya Das,Female,22,110001,"H.No. 135, Ward 23",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,27
BPL200487,yes,Divya Iyer,Female,21,110001,"H.No. 8, Ward 13",New Delhi,Delhi,no,4/21/2021,6,Sister,no,26
BPL200488,yes,Pooja Kumar,Female,19,110001,"H.No. 807, Ward 18",New Delhi,Delhi,no,4/21/2021,5,Sister,no,24
BPL200489,yes,Pooja Iyer,Female,19,110001,"H.No. 918, Ward 22",New Delhi,Delhi,no,4/21/2021,6,Daughter,no,24
BPL200490,yes,Amit Sharma,Male,19,110001,"H.No. 244, Ward 8",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,24
BPL200491,yes,Rahul Sharma,Male,21,110001,"H.No. 866, Ward 8",New Delhi,Delhi,yes,4/21/2021,6,Brother,no,26
BPL200492,yes,Rahul Sharma,Male,18,110001,"H.No. 66, Ward 18",New Delhi,Delhi,yes,4/21/2021,3,Brother,no,23
BPL200493,yes,Ritu Gowda,Female,22,110001,"H.No. 558, Ward 9",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,27
BPL200494,yes,Amit Gowda,Male,19,110001,"H.No. 398, Ward 4",New Delhi,Delhi,no,4/21/2021,5,Daughter,no,24
BPL200495,yes,Pooja Patil,Female,23,110001,"H.No. 725, Ward 3",New Delhi,Delhi,no,4/21/2021,4,Son,no,28
BPL200496,yes,Amit Patil,Male,24,110001,"H.No. 952, Ward 6",New Delhi,Delhi,no,4/21/2021,4,Sister,no,29
BPL200497,yes,Pooja Iyer,Female,22,110001,"H.No. 16, Ward 6",New Delhi,Delhi,no,4/21/2021,4,Sister,no,27
BPL200498,yes,Pooja Patil,Female,23,110001,"H.No. 856, Ward 12",New Delhi,Delhi,yes,4/21/2021,4,Son,no,28
BPL200499,yes,Manoj Sharma,Male,18,110001,"H.No. 850, Ward 11",New Delhi,Delhi,no,4/21/2021,4,Daughter,no,23
BPL200500,yes,Vikas Naidu,Male,21,110001,"H.No. 299, Ward 12",New Delhi,Delhi,yes,4/21/2021,6,Daughter,no,26
BPL200501,yes,Anita Kumar,Female,18,110001,"H.No. 222, Ward 22",New Delhi,Delhi,yes,4/21/2021,6,Sister,no,23
BPL200502,yes,Pooja Verma,Female,20,110001,"H.No. 730, Ward 11",New Delhi,Delhi,yes,4/21/2021,5,Son,no,25
BPL200503,yes,Asha Reddy,Female,22,110001,"H.No. 778, Ward 5",New Delhi,Delhi,yes,4/21/2021,3,Brother,no,27
BPL200504,yes,Prakash Iyer,Male,19,110001,"H.No. 830, Ward 22",New Delhi,Delhi,no,4/21/2021,6,Son,no,24
BPL200505,yes,Deepak Das,Male,20,110001,"H.No. 396, Ward 12",New Delhi,Delhi,yes,4/21/2021,3,Brother,no,25
BPL200506,yes,Deepak Patil,Male,20,110001,"H.No. 610, Ward 7",New Delhi,Delhi,no,4/21/2021,5,Sister,no,25
BPL200507,yes,Anil Gowda,Male,23,110001,"H.No. 454, Ward 15",New Delhi,Delhi,yes,4/21/2021,3,Son,no,28
BPL200508,yes,Amit Gowda,Male,21,110001,"H.No. 801, Ward 3",New Delhi,Delhi,yes,4/21/2021,4,Sister,no,26
BPL200509,yes,Pooja Verma,Female,23,110001,"H.No. 498, Ward 16",New Delhi,Delhi,yes,4/21/2021,5,Daughter,no,28
BPL200510,yes,Sunita Verma,Female,18,110001,"H.No. 379, Ward 15",New Delhi,Delhi,no,4/21/2021,5,Son,no,23
BPL200511,yes,Suresh Patil,Male,24,110001,"H.No. 870, Ward 7",New Delhi,Delhi,yes,4/21/2021,5,Son,no,29
BPL200512,yes,Kavya Naidu,Female,24,110001,"H.No. 142, Ward 12",New Delhi,Delhi,no,4/21/2021,4,Sister,no,29
BPL200513,yes,Suresh Iyer,Male,18,110001,"H.No. 657, Ward 3",New Delhi,Delhi,yes,4/21/2021,4,Brother,no,23
BPL200514,yes,Rohit Kumar,Male,24,110001,"H.No. 57, Ward 4",New Delhi,Delhi,yes,4/21/2021,6,Daughter,no,29
BPL200515,yes,Arjun Singh,Male,25,110001,"H.No. 719, Ward 11",New Delhi,Delhi,yes,4/21/2021,3,Brother,no,30
BPL200516,yes,Lakshmi Sharma,Female,21,110001,"H.No. 73, Ward 18",New Delhi,Delhi,yes,4/21/2021,5,Brother,no,26
BPL200517,yes,Anil Kumar,Male,22,110001,"H.No. 38, Ward 14",New Delhi,Delhi,no,4/21/2021,4,Brother,no,27
BPL200518,yes,Manoj Das,Male,19,110001,"H.No. 106, Ward 23",New Delhi,Delhi,no,4/21/2021,6,Daughter,no,24
BPL200519,yes,Asha Gowda,Female,22,110001,"H.No. 399, Ward 10",New Delhi,Delhi,yes,4/21/2021,6,Son,no,27
BPL200520,yes,Prakash Sharma,Male,13,110001,"H.No. 516, Ward 7",New Delhi,Delhi,yes,4/21/2021,7,Spouse,no,18
BPL200521,yes,Sunita Sharma,Female,7,110001,"H.No. 955, Ward 7",New Delhi,Delhi,yes,4/21/2021,7,Head,no,12
BPL200522,yes,Anita Verma,Female,17,110001,"H.No. 421, Ward 11",New Delhi,Delhi,yes,4/21/2021,3,Spouse,yes,22
BPL200523,yes,Anil Gowda,Male,29,110001,"H.No. 182, Ward 16",New Delhi,Delhi,yes,4/21/2021,7,Mother,yes,34
BPL200524,yes,Vikas Gowda,Male,5,110001,"H.No. 730, Ward 23",New Delhi,Delhi,no,4/21/2021,5,Spouse,yes,10
BPL200525,yes,Vikas Reddy,Male,31,110001,"H.No. 906, Ward 13",New Delhi,Delhi,no,4/21/2021,5,Head,yes,36
BPL200526,yes,Vikas Verma,Male,5,110001,"H.No. 806, Ward 20",New Delhi,Delhi,yes,4/21/2021,7,Head,no,10
BPL200527,yes,Deepak Naidu,Male,17,110001,"H.No. 525, Ward 23",New Delhi,Delhi,no,4/21/2021,6,Spouse,no,22
BPL200528,yes,Amit Reddy,Male,10,110001,"H.No. 201, Ward 24",New Delhi,Delhi,yes,4/21/2021,7,Spouse,yes,15
BPL200529,yes,Neha Naidu,Female,15,110001,"H.No. 376, Ward 4",New Delhi,Delhi,no,4/21/2021,4,Father,no,20
BPL200530,yes,Neha Das,Female,49,110001,"H.No. 768, Ward 21",New Delhi,Delhi,yes,4/21/2021,4,Mother,yes,54
BPL200531,yes,Meena Patil,Female,33,110001,"H.No. 957, Ward 8",New Delhi,Delhi,yes,4/21/2021,3,Head,yes,38
BPL200532,yes,Anita Gowda,Female,31,110001,"H.No. 900, Ward 23",New Delhi,Delhi,yes,4/21/2021,7,Father,no,36
BPL200533,yes,Anil Patil,Male,54,110001,"H.No. 659, Ward 9",New Delhi,Delhi,yes,4/21/2021,5,Head,yes,59
BPL200534,yes,Vikas Reddy,Male,15,110001,"H.No. 28, Ward 21",New Delhi,Delhi,yes,4/21/2021,5,Mother,yes,20
BPL200535,yes,Meena Naidu,Female,27,110001,"H.No. 380, Ward 22",New Delhi,Delhi,no,4/21/2021,7,Head,no,32
BPL200536,yes,Arjun Reddy,Male,29,110001,"H.No. 103, Ward 8",New Delhi,Delhi,yes,4/21/2021,5,Mother,no,34
BPL200537,yes,Prakash Das,Male,26,110001,"H.No. 29, Ward 15",New Delhi,Delhi,no,4/21/2021,4,Head,yes,31
BPL200538,yes,Deepak Iyer,Male,28,110001,"H.No. 586, Ward 19",New Delhi,Delhi,yes,4/21/2021,4,Spouse,no,33
BPL200539,yes,Deepak Verma,Male,6,110001,"H.No. 33, Ward 3",New Delhi,Delhi,yes,4/21/2021,7,Father,yes,11
BPL200540,yes,Pooja Singh,Female,12,110001,"H.No. 79, Ward 23",New Delhi,Delhi,yes,4/21/2021,6,Spouse,no,17
BPL200541,yes,Kavya Das,Female,8,110001,"H.No. 16, Ward 2",New Delhi,Delhi,no,4/21/2021,3,Spouse,yes,13
BPL200542,yes,Anil Naidu,Male,11,110001,"H.No. 490, Ward 11",New Delhi,Delhi,no,4/21/2021,7,Head,no,16
BPL200543,yes,Anil Singh,Male,12,110001,"H.No. 581, Ward 7",New Delhi,Delhi,no,4/21/2021,7,Head,no,17
BPL200544,yes,Lakshmi Naidu,Female,54,110001,"H.No. 65, Ward 7",New Delhi,Delhi,yes,4/21/2021,3,Mother,yes,59
BPL200545,yes,Rohit Patil,Male,64,110001,"H.No. 632, Ward 4",New Delhi,Delhi,yes,4/21/2021,5,Spouse,no,69
BPL200546,yes,Asha Sharma,Female,17,110001,"H.No. 500, Ward 4",New Delhi,Delhi,yes,4/21/2021,5,Father,yes,22
BPL200547,yes,Rahul Sharma,Male,13,110001,"H.No. 400, Ward 3",New Delhi,Delhi,yes,4/21/2021,3,Mother,no,18
BPL200548,yes,Sunita Naidu,Female,16,110001,"H.No. 130, Ward 22",New Delhi,Delhi,no,4/21/2021,7,Head,no,21
BPL200549,yes,Rahul Gowda,Male,65,110001,"H.No. 229, Ward 24",New Delhi,Delhi,no,4/21/2021,7,Father,yes,70
BPL200550,yes,Suresh Verma,Male,65,110001,"H.No. 466, Ward 1",New Delhi,Delhi,no,4/21/2021,4,Father,no,70
BPL200551,yes,Pooja Iyer,Female,10,110001,"H.No. 889, Ward 24",New Delhi,Delhi,yes,4/21/2021,5,Head,no,15
BPL200552,yes,Neha Gowda,Female,59,110001,"H.No. 161, Ward 2",New Delhi,Delhi,no,4/21/2021,7,Father,yes,64
BPL200553,yes,Asha Naidu,Female,14,110001,"H.No. 854, Ward 2",New Delhi,Delhi,yes,4/21/2021,3,Father,yes,19
BPL200554,yes,Rahul Singh,Male,16,110001,"H.No. 471, Ward 15",New Delhi,Delhi,yes,4/21/2021,5,Mother,no,21
BPL200555,yes,Anil Singh,Male,32,110001,"H.No. 57, Ward 10",New Delhi,Delhi,yes,4/21/2021,3,Father,no,37
BPL200556,yes,Asha Iyer,Female,32,110001,"H.No. 758, Ward 9",New Delhi,Delhi,yes,4/21/2021,7,Spouse,yes,37
BPL200557,yes,Amit Naidu,Male,53,110001,"H.No. 548, Ward 5",New Delhi,Delhi,yes,4/21/2021,3,Head,no,58
BPL200558,yes,Prakash Kumar,Male,14,110001,"H.No. 402, Ward 23",New Delhi,Delhi,no,4/21/2021,6,Mother,no,19
BPL200559,yes,Sunita Gowda,Female,32,110001,"H.No. 462, Ward 9",New Delhi,Delhi,yes,4/21/2021,3,Father,yes,37
BPL200560,yes,Divya Verma,Female,66,110001,"H.No. 31, Ward 25",New Delhi,Delhi,no,4/21/2021,6,Mother,no,71
BPL200561,yes,Deepak Sharma,Male,10,110001,"H.No. 682, Ward 21",New Delhi,Delhi,no,4/21/2021,3,Mother,no,15
BPL200562,yes,Rahul Iyer,Male,12,110001,"H.No. 594, Ward 7",New Delhi,Delhi,yes,4/21/2021,6,Spouse,yes,17
BPL200563,yes,Kavya Das,Female,41,110001,"H.No. 557, Ward 9",New Delhi,Delhi,yes,4/21/2021,7,Father,no,46
BPL200564,yes,Divya Verma,Female,58,110001,"H.No. 965, Ward 6",New Delhi,Delhi,yes,4/21/2021,4,Spouse,yes,63
BPL200565,yes,Neha Kumar,Female,16,110001,"H.No. 113, Ward 10",New Delhi,Delhi,no,4/21/2021,5,Head,yes,21
BPL200566,yes,Sunita Patil,Female,12,110001,"H.No. 252, Ward 23",New Delhi,Delhi,yes,4/21/2021,6,Spouse,no,17
BPL200567,yes,Amit Gowda,Male,37,110001,"H.No. 453, Ward 24",New Delhi,Delhi,yes,4/21/2021,3,Spouse,yes,42
BPL200568,yes,Anil Singh,Male,33,110001,"H.No. 284, Ward 3",New Delhi,Delhi,no,4/21/2021,4,Head,no,38
BPL200569,yes,Sunita Naidu,Female,16,110001,"H.No. 327, Ward 7",New Delhi,Delhi,no,4/21/2021,6,Spouse,no,21
BPL200570,yes,Divya Verma,Female,24,400001,"H.No. 108, Ward 3",Mumbai,Maharashtra,yes,4/21/2021,3,Brother,no,29
BPL200571,yes,Ritu Gowda,Female,25,400001,"H.No. 743, Ward 23",Mumbai,Maharashtra,yes,4/21/2021,3,Brother,no,30
BPL200572,yes,Asha Naidu,Female,18,400001,"H.No. 323, Ward 16",Mumbai,Maharashtra,yes,4/21/2021,3,Son,no,23
BPL200573,yes,Deepak Sharma,Male,18,400001,"H.No. 345, Ward 6",Mumbai,Maharashtra,no,4/21/2021,3,Brother,no,23
BPL200574,yes,Rohit Reddy,Male,22,400001,"H.No. 330, Ward 25",Mumbai,Maharashtra,no,4/21/2021,5,Daughter,no,27
BPL200575,yes,Anita Reddy,Female,20,400001,"H.No. 270, Ward 23",Mumbai,Maharashtra,no,4/21/2021,4,Son,no,25
BPL200576,yes,Deepak Singh,Male,18,400001,"H.No. 380, Ward 13",Mumbai,Maharashtra,yes,4/21/2021,3,Daughter,no,23
BPL200577,yes,Ritu Patil,Female,20,400001,"H.No. 296, Ward 4",Mumbai,Maharashtra,yes,4/21/2021,6,Brother,no,25
BPL200578,yes,Ritu Gowda,Female,19,400001,"H.No. 60, Ward 24",Mumbai,Maharashtra,no,4/21/2021,3,Daughter,no,24
BPL200579,yes,Suresh Sharma,Male,21,400001,"H.No. 336, Ward 20",Mumbai,Maharashtra,no,4/21/2021,3,Daughter,no,26
BPL200580,yes,Vikas Iyer,Male,19,400001,"H.No. 536, Ward 16",Mumbai,Maharashtra,yes,4/21/2021,4,Daughter,no,24
BPL200581,yes,Deepak Iyer,Male,20,400001,"H.No. 883, Ward 9",Mumbai,Maharashtra,yes,4/21/2021,6,Sister,no,25
BPL200582,yes,Asha Singh,Female,20,400001,"H.No. 137, Ward 22",Mumbai,Maharashtra,yes,4/21/2021,3,Daughter,no,25
BPL200583,yes,Prakash Reddy,Male,22,400001,"H.No. 753, Ward 17",Mumbai,Maharashtra,yes,4/21/2021,4,Son,no,27
BPL200584,yes,Meena Naidu,Female,21,400001,"H.No. 421, Ward 1",Mumbai,Maharashtra,yes,4/21/2021,5,Sister,no,26
BPL200585,yes,Kavya Verma,Female,24,400001,"H.No. 311, Ward 21",Mumbai,Maharashtra,yes,4/21/2021,5,Brother,no,29
BPL200586,yes,Vikas Gowda,Male,20,400001,"H.No. 24, Ward 23",Mumbai,Maharashtra,yes,4/21/2021,3,Sister,no,25
BPL200587,yes,Amit Kumar,Male,25,400001,"H.No. 498, Ward 15",Mumbai,Maharashtra,no,4/21/2021,6,Daughter,no,30
BPL200588,yes,Lakshmi Gowda,Female,19,400001,"H.No. 909, Ward 8",Mumbai,Maharashtra,no,4/21/2021,3,Sister,no,24
BPL200589,yes,Rahul Singh,Male,25,400001,"H.No. 961, Ward 23",Mumbai,Maharashtra,yes,4/21/2021,5,Son,no,30
BPL200590,yes,Anil Verma,Male,25,400001,"H.No. 257, Ward 19",Mumbai,Maharashtra,yes,4/21/2021,4,Brother,no,30
BPL200591,yes,Anil Reddy,Male,25,400001,"H.No. 730, Ward 20",Mumbai,Maharashtra,yes,4/21/2021,5,Son,no,30
BPL200592,yes,Ritu Reddy,Female,20,400001,"H.No. 995, Ward 7",Mumbai,Maharashtra,yes,4/21/2021,3,Son,no,25
BPL200593,yes,Neha Iyer,Female,22,400001,"H.No. 323, Ward 12",Mumbai,Maharashtra,no,4/21/2021,4,Son,no,27
BPL200594,yes,Manoj Kumar,Male,19,400001,"H.No. 858, Ward 21",Mumbai,Maharashtra,no,4/21/2021,6,Son,no,24
BPL200595,yes,Amit Singh,Male,22,400001,"H.No. 662, Ward 2",Mumbai,Maharashtra,yes,4/21/2021,4,Sister,no,27
BPL200596,yes,Asha Verma,Female,25,400001,"H.No. 234, Ward 7",Mumbai,Maharashtra,yes,4/21/2021,4,Daughter,no,30
BPL200597,yes,Asha Naidu,Female,22,400001,"H.No. 527, Ward 16",Mumbai,Maharashtra,no,4/21/2021,3,Son,no,27
BPL200598,yes,Sunita Naidu,Female,21,400001,"H.No. 403, Ward 4",Mumbai,Maharashtra,yes,4/21/2021,4,Son,no,26
BPL200599,yes,Asha Verma,Female,25,400001,"H.No. 317, Ward 11",Mumbai,Maharashtra,yes,4/21/2021,3,Daughter,no,30
BPL200600,yes,Kavya Singh,Female,24,400001,"H.No. 635, Ward 17",Mumbai,Maharashtra,no,4/21/2021,6,Daughter,no,29
BPL200601,yes,Anil Iyer,Male,19,400001,"H.No. 72, Ward 2",Mumbai,Maharashtra,yes,4/21/2021,6,Daughter,no,24
BPL200602,yes,Divya Das,Female,22,400001,"H.No. 499, Ward 9",Mumbai,Maharashtra,yes,4/21/2021,3,Brother,no,27
BPL200603,yes,Divya Verma,Female,25,400001,"H.No. 759, Ward 9",Mumbai,Maharashtra,yes,4/21/2021,4,Daughter,no,30
BPL200604,yes,Kavya Naidu,Female,19,400001,"H.No. 961, Ward 14",Mumbai,Maharashtra,no,4/21/2021,5,Brother,no,24
BPL200605,yes,Pooja Kumar,Female,21,400001,"H.No. 558, Ward 1",Mumbai,Maharashtra,yes,4/21/2021,3,Son,no,26
BPL200606,yes,Vikas Verma,Male,23,400001,"H.No. 462, Ward 13",Mumbai,Maharashtra,yes,4/21/2021,6,Brother,no,28
BPL200607,yes,Pooja Singh,Female,20,400001,"H.No. 350, Ward 19",Mumbai,Maharashtra,no,4/21/2021,3,Son,no,25
BPL200608,yes,Kavya Gowda,Female,21,400001,"H.No. 584, Ward 2",Mumbai,Maharashtra,no,4/21/2021,6,Brother,no,26
BPL200609,yes,Asha Das,Female,19,400001,"H.No. 374, Ward 18",Mumbai,Maharashtra,yes,4/21/2021,4,Brother,no,24
BPL200610,yes,Ritu Patil,Female,23,400001,"H.No. 756, Ward 18",Mumbai,Maharashtra,no,4/21/2021,5,Brother,no,28
BPL200611,yes,Prakash Naidu,Male,23,400001,"H.No. 724, Ward 23",Mumbai,Maharashtra,yes,4/21/2021,4,Daughter,no,28
BPL200612,yes,Lakshmi Gowda,Female,18,400001,"H.No. 265, Ward 4",Mumbai,Maharashtra,yes,4/21/2021,5,Brother,no,23
BPL200613,yes,Suresh Kumar,Male,21,400001,"H.No. 650, Ward 6",Mumbai,Maharashtra,no,4/21/2021,5,Son,no,26
BPL200614,yes,Pooja Naidu,Female,19,400001,"H.No. 519, Ward 13",Mumbai,Maharashtra,no,4/21/2021,5,Daughter,no,24
BPL200615,yes,Pooja Patil,Female,24,400001,"H.No. 631, Ward 12",Mumbai,Maharashtra,yes,4/21/2021,5,Sister,no,29
BPL200616,yes,Amit Kumar,Male,24,400001,"H.No. 282, Ward 25",Mumbai,Maharashtra,no,4/21/2021,6,Brother,no,29
